Search Gene	Found FBGN	Found Gene	imaginal disc, larvae L3 wandering	central nervous system, larvae L3	central nervous system, pupae P8	head, virgin 1-day female	head, virgin 4-day female	head, virgin 20-day female	head, mated 1-day female	head, mated 4-day female	head, mated 20-day female	head, mated 1-day male	head, mated 4-day male	head, mated 20-day male	salivary gland, larvae L3 wandering	salivary gland, white prepupae	digestive system, larvae L3 wandering	digestive system, 1-day adult	digestive system, 4-day adult	digestive system, 20-day adult	fat body, larvae L3 wandering	fat body, white prepupae	fat body, pupae P8	carcass, larvae L3 wandering	carcass, 1-day adult	carcass, 4-day adult	carcass, 20-day adult	ovary, virgin 4-day female	ovary, mated 4-day female	testis, mated 4-day male	accessory gland, mated 4-day male
FBgn0015019	FBgn0015019	Cctgamma	117	87	24	12	9	14	8	17	13	10	10	20	3	17	37	34	36	52	7	18	42	70	17	25	27	176	133	45	30
FBgn0015024	FBgn0015024	CkIalpha	107	146	147	167	159	59	172	116	62	190	171	123	75	202	99	60	79	54	37	74	86	115	85	84	68	144	182	22	63
FBgn0015025	FBgn0015025	CkIIalpha-i1	6	3	3	2	1	1	1	1	1	2	2	2	0	1	2	2	2	1	0	1	0	2	1	1	1	7	4	3	2
FBgn0015032	FBgn0015032	Cyp4c3	1	0	0	3	2	1	2	1	1	5	2	1	0	0	2	1	0	0	0	0	3	1	0	0	0	0	0	2	0
FBgn0015033	FBgn0015033	Cyp4d8	3	0	0	1	1	2	0	2	2	3	3	7	0	0	13	11	8	7	8	3	8	0	1	1	1	0	0	3	0
FBgn0015034	FBgn0015034	Cyp4e1	0	0	1	3	2	2	2	2	1	4	2	4	0	0	1	6	4	2	0	0	2	0	4	4	3	0	0	2	36
FBgn0015035	FBgn0015035	Cyp4e3	0	0	0	2	1	1	2	0	1	5	0	1	0	0	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0
FBgn0015036	FBgn0015036	Cyp4ae1	0	0	0	1	1	0	1	1	0	3	1	1	0	0	1	9	7	7	0	0	0	0	1	1	1	1	0	2	0
FBgn0015037	FBgn0015037	Cyp4p1	9	0	0	27	17	44	15	21	32	20	34	87	2	3	61	68	49	84	11	5	4	2	21	21	22	0	0	5	15
FBgn0015038	FBgn0015038	Cyp9b1	0	0	0	10	8	17	13	7	16	7	8	14	1	0	2	11	6	7	14	0	0	0	6	5	9	0	0	0	0
FBgn0015039	FBgn0015039	Cyp9b2	28	1	1	40	45	99	32	34	79	54	59	100	5	2	181	281	165	163	162	7	9	3	45	33	60	0	0	4	5
FBgn0015040	FBgn0015040	Cyp9c1	17	6	5	5	4	8	4	4	6	5	6	9	4	3	37	20	13	14	27	19	34	19	3	4	5	1	1	4	44
FBgn0015075	FBgn0015075	Ddx1	37	25	9	3	4	4	2	3	4	4	5	8	2	1	6	5	5	7	4	6	5	14	3	4	5	21	16	39	13
FBgn0015218	FBgn0015218	eIF-4E	359	255	166	92	98	96	87	75	88	108	108	116	107	213	156	96	108	84	63	122	240	211	78	98	108	555	532	189	139
FBgn0015221	FBgn0015221	Fer2LCH	736	353	320	514	527	905	401	473	641	779	655	896	128	199	2966	3378	1710	3453	273	463	775	479	623	692	1276	359	317	310	401
FBgn0015222	FBgn0015222	Fer1HCH	277	153	156	190	205	291	198	227	240	296	304	460	67	145	1039	1389	859	1328	153	252	579	192	251	262	390	181	152	231	138
FBgn0015229	FBgn0015229	glec	19	31	33	17	21	15	18	16	11	19	24	24	5	17	31	4	9	6	3	10	16	18	10	13	14	63	75	2	8
FBgn0015230	FBgn0015230	Glut3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	28	3
FBgn0015239	FBgn0015239	Hr78	25	18	15	11	10	12	11	11	10	13	15	21	54	55	19	10	11	11	14	12	22	31	10	12	12	31	29	10	24
FBgn0015240	FBgn0015240	Hr96	10	6	3	6	5	6	5	5	5	8	8	9	1	1	11	11	10	12	3	3	1	4	4	5	5	28	26	12	8
FBgn0015245	FBgn0015245	Hsp60	214	90	121	106	92	106	66	111	84	144	144	197	3	11	58	83	97	115	29	74	56	85	58	109	89	328	288	311	81
FBgn0015268	FBgn0015268	Nap1	251	283	84	117	231	186	142	243	141	149	193	215	30	59	130	124	200	154	57	66	147	265	116	243	191	766	922	126	213
FBgn0015269	FBgn0015269	Nf1	12	8	10	8	8	7	6	7	6	13	12	12	0	1	1	1	2	2	1	3	4	5	4	4	4	10	8	3	4
FBgn0015270	FBgn0015270	Orc2	6	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	4	0	2	1	32	25	4	0
FBgn0015271	FBgn0015271	Orc5	8	7	1	1	0	1	1	1	1	2	1	2	0	1	2	1	1	2	0	1	3	4	1	2	1	32	25	7	2
FBgn0015278	FBgn0015278	Pi3K68D	11	6	5	3	3	4	3	3	3	4	5	5	1	6	9	6	7	6	1	2	7	6	3	4	4	16	13	10	4
FBgn0015279	FBgn0015279	Pi3K92E	21	17	14	7	8	10	8	6	8	10	9	14	6	25	15	6	6	9	7	17	7	17	9	8	10	39	31	4	8
FBgn0015282	FBgn0015282	Rpt2	134	119	38	29	26	30	31	22	32	29	33	43	41	92	250	51	47	50	39	97	59	242	46	51	58	123	102	122	74
FBgn0015283	FBgn0015283	Rpn10	196	120	56	41	31	43	31	31	35	49	41	72	32	79	308	65	55	71	35	109	74	274	56	66	71	155	133	194	62
FBgn0015286	FBgn0015286	Rala	24	46	80	31	28	13	29	29	17	28	40	31	13	47	72	49	73	49	25	81	29	26	20	24	20	94	130	5	77
FBgn0015288	FBgn0015288	RpL22	615	443	178	185	303	434	198	289	434	219	233	298	166	412	313	315	305	343	232	169	424	450	242	264	415	356	280	61	442
FBgn0015295	FBgn0015295	Shark	7	5	3	2	3	2	1	2	2	2	2	3	1	3	7	4	5	4	1	3	5	7	3	4	4	19	21	2	4
FBgn0015296	FBgn0015296	Shc	48	63	31	13	9	10	12	9	9	13	13	18	5	22	36	11	12	17	10	18	35	34	10	10	11	42	49	44	18
FBgn0015298	FBgn0015298	Srp19	38	24	15	19	15	16	18	15	17	8	19	26	52	50	27	25	26	21	14	20	21	29	15	21	16	30	27	31	63
FBgn0015299	FBgn0015299	Ssb-c31a	33	19	7	8	4	7	3	3	4	6	5	9	1	0	10	6	5	5	2	7	7	12	3	4	7	34	23	41	12
FBgn0015316	FBgn0015316	Try29F	2	1	1	0	0	0	0	0	0	0	1	1	0	0	3	2	0	1	0	0	0	1	0	0	0	0	1	1	0
FBgn0015320	FBgn0015320	Ubc2	79	54	21	10	9	6	6	7	7	11	11	10	4	13	23	11	11	10	8	19	38	26	8	10	10	56	47	117	29
FBgn0015321	FBgn0015321	Ubc4	145	77	62	50	55	25	66	61	28	53	74	64	68	159	100	45	72	40	45	131	113	76	52	63	47	194	366	549	163
FBgn0015331	FBgn0015331	abs	41	27	18	7	10	8	7	8	8	10	11	14	3	10	16	5	5	6	6	14	17	19	5	5	5	23	17	71	18
FBgn0015336	FBgn0015336	CG15865	1	1	3	1	1	1	1	1	1	3	4	3	0	0	7	3	3	3	0	0	8	1	1	1	1	0	0	1	1
FBgn0015351	FBgn0015351	CG14906	6	5	2	2	2	5	2	2	2	2	3	5	1	4	4	2	4	6	0	1	1	5	3	3	4	10	8	4	2
FBgn0015359	FBgn0015359	CG2034	83	18	7	7	8	10	8	5	9	9	7	8	7	14	13	10	7	7	9	24	35	14	10	11	13	71	57	117	34
FBgn0015360	FBgn0015360	oxt	8	8	8	7	5	6	4	4	4	9	7	8	3	5	5	6	5	5	4	5	5	6	4	4	4	36	26	12	3
FBgn0015371	FBgn0015371	chn	22	80	138	42	45	26	38	37	26	69	65	62	0	2	2	1	4	3	1	7	37	22	6	8	7	78	77	2	3
FBgn0015372	FBgn0015372	RabX1	45	158	28	29	36	11	35	27	18	29	38	36	19	26	152	24	36	38	8	13	42	36	31	34	24	54	104	29	51
FBgn0015376	FBgn0015376	cutlet	5	4	1	2	1	2	1	1	1	1	1	2	1	14	2	1	1	1	1	4	3	4	1	2	2	17	11	2	1
FBgn0015379	FBgn0015379	dod	39	35	23	6	8	4	5	8	6	7	12	16	2	7	8	9	12	11	5	8	12	20	5	6	7	27	28	42	17
FBgn0015380	FBgn0015380	drl	43	45	47	7	6	5	6	5	4	10	10	9	0	3	1	2	2	1	0	6	21	26	1	2	1	0	0	1	2
FBgn0015381	FBgn0015381	dsf	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0015391	FBgn0015391	glu	26	37	5	3	3	2	4	2	2	3	3	5	1	2	5	2	4	3	1	6	6	21	3	6	3	109	105	4	4
FBgn0015396	FBgn0015396	jumu	34	57	7	1	3	1	2	2	1	1	3	4	1	6	6	1	4	2	1	5	8	24	2	4	3	81	87	3	2
FBgn0015399	FBgn0015399	kek1	25	25	36	14	14	6	12	9	6	18	18	12	0	3	1	0	0	0	4	8	11	16	2	2	2	2	1	1	3
FBgn0015400	FBgn0015400	kek2	2	13	30	6	6	4	4	5	3	7	10	7	0	0	0	0	0	0	0	1	4	2	1	1	1	0	0	0	1
FBgn0015402	FBgn0015402	ksr	11	12	8	4	5	6	4	5	5	6	8	9	1	2	4	3	3	4	2	5	3	6	3	4	4	18	16	8	6
FBgn0015477	FBgn0015477	Rme-8	14	15	9	5	4	6	4	4	5	6	6	7	3	13	11	6	7	8	3	7	2	13	4	4	5	30	24	5	7
FBgn0015509	FBgn0015509	Cul1	59	84	61	49	36	32	36	32	27	56	57	54	17	71	58	22	25	23	17	80	69	79	26	29	25	205	186	85	30
FBgn0015513	FBgn0015513	mbc	11	11	14	14	11	19	10	14	15	14	17	20	2	5	15	9	11	12	3	14	11	11	10	14	13	36	28	2	5
FBgn0015519	FBgn0015519	nAChRalpha3	0	3	13	4	4	2	4	4	2	5	6	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FBgn0015522	FBgn0015522	olf186-M	2	1	1	10	21	24	16	12	17	12	10	15	7	2	7	9	14	11	4	2	11	3	9	14	21	103	97	2	3
FBgn0015524	FBgn0015524	otp	5	21	18	4	6	2	6	4	2	8	8	8	0	0	13	3	4	5	0	1	5	8	2	2	2	0	0	5	2
FBgn0015527	FBgn0015527	peng	33	55	20	12	19	12	16	29	13	12	21	17	2	5	15	12	30	15	5	9	30	40	14	28	16	67	109	27	22
FBgn0015544	FBgn0015544	spag	70	22	14	8	9	5	7	6	7	10	12	9	2	5	13	7	10	6	2	17	12	17	7	9	9	64	69	37	21
FBgn0015546	FBgn0015546	spel1	7	3	1	1	2	2	1	1	1	2	2	3	0	0	1	1	1	1	0	1	0	3	1	1	1	18	13	3	1
FBgn0015550	FBgn0015550	tap	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	0	0	0	0	0	0	1
FBgn0015553	FBgn0015553	tos	4	5	2	1	0	0	0	0	0	0	0	1	0	0	1	1	3	2	0	1	0	2	1	3	2	108	77	0	0
FBgn0015558	FBgn0015558	tty	7	77	115	22	25	16	24	18	15	36	37	28	0	1	0	0	0	0	1	3	16	9	3	4	3	2	2	1	3
FBgn0015561	FBgn0015561	unpg	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	2	2	0	0	0	0
FBgn0015568	FBgn0015568	alpha-Est1	4	0	2	15	12	19	10	7	12	20	18	32	9	16	33	23	13	16	24	22	25	1	12	13	16	21	13	12	3
FBgn0015569	FBgn0015569	alpha-Est10	7	1	1	4	4	6	4	9	5	5	12	14	0	1	5	12	13	7	2	2	4	1	6	8	8	9	7	7	3
FBgn0015571	FBgn0015571	alpha-Est3	36	2	1	4	3	6	4	3	5	6	4	8	6	23	40	43	22	32	3	14	26	8	11	9	11	9	6	175	34
FBgn0015572	FBgn0015572	alpha-Est4	3	0	0	0	0	1	0	0	0	0	0	1	0	1	16	8	4	3	3	1	9	0	0	0	1	0	0	1	0
FBgn0015574	FBgn0015574	alpha-Est6	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	15	3
FBgn0015575	FBgn0015575	alpha-Est7	2	1	0	45	37	83	33	41	55	55	75	111	2	7	13	27	17	15	43	77	29	3	26	22	24	0	0	3	5
FBgn0015576	FBgn0015576	alpha-Est8	1	0	0	34	20	38	18	25	32	38	43	46	0	2	4	14	10	10	20	28	15	1	17	17	17	0	0	5	6
FBgn0015577	FBgn0015577	alpha-Est9	3	6	6	14	17	21	12	16	18	17	21	25	1	0	24	15	11	11	1	0	3	11	18	15	13	1	1	1	1
FBgn0015582	FBgn0015582	dare	11	10	9	6	6	6	3	5	5	6	5	9	4	2	12	15	9	11	4	6	10	15	6	8	7	26	20	5	5
FBgn0015583	FBgn0015583	Acp29AB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	1	1	1	0	0	16	582
FBgn0015584	FBgn0015584	Acp53Ea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	3	0	0	0	0	3	1	3	0	0	138	2185
FBgn0015586	FBgn0015586	Acp76A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	7	1	0	0	0	0	4	1	2	0	0	29	1140
FBgn0015589	FBgn0015589	Apc	20	38	45	11	14	14	13	11	13	23	21	23	1	11	7	6	8	10	5	16	17	14	5	6	6	23	21	9	8
FBgn0015591	FBgn0015591	AstA	3	22	27	14	18	19	12	13	17	25	26	36	1	1	23	16	14	26	0	1	5	3	7	7	10	0	0	2	3
FBgn0015602	FBgn0015602	BEAF-32	33	40	16	10	9	10	13	11	10	11	18	26	25	57	20	11	13	13	4	12	12	31	6	9	8	77	64	9	8
FBgn0015609	FBgn0015609	CadN	8	58	96	10	10	6	9	8	5	15	14	11	0	1	0	0	0	0	6	4	12	11	1	1	1	1	1	1	3
FBgn0015614	FBgn0015614	CanB2	24	29	169	33	29	15	31	22	17	30	32	31	91	65	44	24	27	19	13	24	40	35	46	52	30	90	82	12	37
FBgn0015615	FBgn0015615	SMC3	16	37	17	7	7	5	7	7	6	11	11	12	2	4	8	5	7	5	2	6	8	18	5	6	5	53	48	2	4
FBgn0015618	FBgn0015618	Cdk8	7	13	6	1	3	1	2	2	2	2	3	3	2	1	6	3	3	3	2	3	4	8	2	3	2	18	17	1	4
FBgn0015621	FBgn0015621	Clp	17	9	4	3	1	2	1	1	2	1	1	3	1	1	4	3	3	4	1	3	9	6	2	2	3	23	18	15	5
FBgn0015622	FBgn0015622	Cnx99A	236	162	178	102	147	100	107	89	103	125	174	159	59	148	114	101	105	108	86	116	168	123	58	70	74	157	145	158	322
FBgn0015623	FBgn0015623	Cpr	39	26	23	130	100	94	103	127	90	140	133	161	6	19	76	160	137	149	61	46	24	58	684	1016	971	145	157	49	145
FBgn0015625	FBgn0015625	CycB3	47	46	2	0	1	1	1	1	1	0	0	1	0	2	2	2	6	5	1	8	3	19	3	9	6	229	185	49	8
FBgn0015663	FBgn0015663	Dot	2	1	1	4	3	4	2	3	3	4	4	6	1	0	4	10	6	8	1	1	2	1	3	2	4	3	2	1	2
FBgn0015664	FBgn0015664	Dref	16	19	6	4	3	5	2	4	4	4	5	7	2	6	8	3	4	3	1	4	7	14	2	4	3	30	21	2	3
FBgn0015714	FBgn0015714	Cyp6a17	8	5	7	27	27	37	23	28	32	29	39	58	2	2	13	30	23	20	16	5	1	12	20	21	19	8	8	4	39
FBgn0015721	FBgn0015721	ktub	5	7	5	2	1	1	2	2	1	3	2	3	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	7	2
FBgn0015737	FBgn0015737	Hmu	195	395	248	249	255	84	385	151	129	233	215	144	128	88	375	114	196	116	811	208	229	434	225	284	268	192	727	81	254
FBgn0015754	FBgn0015754	Lis-1	24	53	65	39	35	27	29	27	22	49	50	46	12	15	26	16	14	14	6	10	26	28	17	17	16	62	47	6	12
FBgn0015756	FBgn0015756	RpL9	707	513	231	256	371	768	202	354	561	246	238	400	335	862	509	436	348	407	319	275	521	495	293	352	436	574	407	372	482
FBgn0015765	FBgn0015765	p38a	12	6	3	2	3	6	2	4	4	4	4	11	5	1	20	19	15	19	2	6	4	8	4	4	6	18	13	5	3
FBgn0015766	FBgn0015766	Msr-110	111	52	172	368	311	284	300	267	254	440	467	528	3	8	76	99	117	135	162	14	204	201	312	301	277	5	6	128	1305
FBgn0015772	FBgn0015772	Nak	7	8	8	8	7	9	8	7	8	13	13	14	2	4	8	5	6	6	2	3	3	8	6	6	7	22	17	2	8
FBgn0015773	FBgn0015773	NetA	9	10	9	1	2	1	1	1	1	3	2	3	0	1	4	3	6	7	1	2	4	8	3	3	3	0	0	2	3
FBgn0015776	FBgn0015776	nrv1	23	32	44	73	49	43	51	61	40	78	76	73	30	85	57	194	160	114	11	13	21	86	103	95	72	138	98	13	38
FBgn0015777	FBgn0015777	nrv2	93	54	104	201	96	61	125	80	53	261	169	127	5	12	5	7	5	4	5	21	80	28	63	45	35	2	1	181	52
FBgn0015778	FBgn0015778	rin	244	352	193	56	54	23	53	52	30	55	80	63	15	56	59	40	80	54	50	94	85	180	47	67	49	369	448	86	89
FBgn0015781	FBgn0015781	P5cr	17	11	17	14	12	14	8	11	13	14	17	18	4	2	7	16	11	13	6	5	2	10	9	9	10	20	15	17	8
FBgn0015789	FBgn0015789	Rab10	54	120	94	71	81	55	76	69	51	93	95	101	61	98	208	104	99	93	57	82	80	91	67	77	77	210	265	30	69
FBgn0015790	FBgn0015790	Rab11	158	177	120	88	80	71	78	57	61	92	86	92	86	175	238	140	115	129	101	140	135	141	72	73	83	144	167	60	112
FBgn0015791	FBgn0015791	Rab14	25	20	30	29	32	28	27	26	20	44	45	48	27	25	56	13	13	14	7	18	26	20	16	16	20	34	33	42	23
FBgn0015793	FBgn0015793	Rab19	25	5	5	4	4	6	5	6	6	5	9	12	5	5	8	6	6	5	3	9	18	7	5	6	6	15	9	27	13
FBgn0015794	FBgn0015794	Rab18	17	14	11	16	18	20	19	15	13	23	17	26	77	31	60	39	25	35	9	20	17	25	14	15	20	25	21	27	20
FBgn0015795	FBgn0015795	Rab7	67	62	77	104	108	58	99	87	61	118	144	135	98	296	277	116	94	88	63	148	111	78	77	68	69	76	87	27	86
FBgn0015797	FBgn0015797	Rab6	28	47	42	17	15	12	11	12	12	18	23	24	81	81	55	40	34	33	16	27	44	47	14	16	17	38	35	12	48
FBgn0015799	FBgn0015799	Rbf	39	37	18	9	11	11	9	10	8	13	15	21	2	7	11	8	13	11	3	9	15	24	8	12	11	112	102	35	13
FBgn0015801	FBgn0015801	Reg-5	31	13	10	30	35	46	28	24	36	41	37	62	3	20	17	6	9	8	63	174	18	104	24	26	41	21	25	12	22
FBgn0015803	FBgn0015803	RtGEF	5	8	6	4	5	4	4	4	4	6	6	7	2	1	4	4	4	5	1	2	1	7	8	7	8	11	11	2	2
FBgn0015805	FBgn0015805	HDAC1	104	152	50	16	16	15	12	15	13	23	20	25	7	19	26	14	19	16	11	34	44	94	12	23	18	159	155	7	21
FBgn0015808	FBgn0015808	ScpX	28	13	12	22	17	27	18	18	20	25	26	37	14	15	36	57	35	37	65	19	27	23	27	24	27	20	20	43	16
FBgn0015818	FBgn0015818	Spx	36	26	7	3	3	4	2	2	4	3	4	4	1	3	6	3	5	4	2	4	6	11	2	3	5	28	24	10	8
FBgn0015828	FBgn0015828	TfIIEalpha	32	22	11	5	7	9	4	7	7	8	10	16	5	15	13	7	8	10	6	12	23	15	7	9	10	59	46	34	12
FBgn0015829	FBgn0015829	TfIIEbeta	38	21	12	10	10	10	10	7	9	11	11	15	10	20	19	8	8	8	7	15	10	18	7	7	10	18	15	39	12
FBgn0015831	FBgn0015831	Rtnl2	31	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	2	0	0	0	0	0	0	65	9
FBgn0015834	FBgn0015834	Trip1	85	54	33	31	36	54	20	32	36	38	33	46	58	135	47	44	33	45	17	28	49	53	24	27	39	84	65	51	68
FBgn0015838	FBgn0015838	Vang	36	35	18	6	5	4	3	5	3	5	8	7	4	15	8	4	5	5	4	13	8	30	4	5	4	38	34	8	7
FBgn0015872	FBgn0015872	Drip	18	4	4	30	31	15	33	23	14	40	48	42	175	1088	84	52	57	36	0	11	12	26	20	27	24	3	4	44	133
FBgn0015903	FBgn0015903	apt	22	48	9	8	7	4	8	5	5	8	8	7	0	1	10	8	14	11	2	5	17	14	10	11	8	111	124	24	11
FBgn0015904	FBgn0015904	ara	13	3	3	1	1	1	1	1	1	2	2	2	0	0	4	2	1	2	0	1	4	10	1	1	1	0	0	0	1
FBgn0015905	FBgn0015905	ast	11	5	2	2	2	2	2	3	2	1	3	4	0	0	2	3	4	3	1	3	3	6	2	3	3	23	18	13	4
FBgn0015919	FBgn0015919	caup	35	13	10	3	3	2	3	2	2	5	5	4	0	0	9	6	5	7	0	3	4	25	3	4	4	0	0	1	6
FBgn0015924	FBgn0015924	crq	15	18	12	29	26	37	25	27	29	32	40	49	15	56	119	36	25	26	8	31	46	21	20	17	20	77	47	9	15
FBgn0015925	FBgn0015925	csul	11	9	4	2	3	2	3	2	2	1	3	4	0	1	4	7	7	7	1	2	1	7	2	4	4	37	31	3	4
FBgn0015926	FBgn0015926	dah	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	3	1	3	1	56	45	1	0
FBgn0015929	FBgn0015929	dpa	23	19	2	1	0	1	1	0	1	1	1	1	1	1	3	2	3	3	0	3	1	12	2	3	3	77	49	7	2
FBgn0015946	FBgn0015946	grim	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0015949	FBgn0015949	hrg	54	79	57	23	29	20	29	30	22	34	47	47	12	27	38	13	19	15	14	31	27	49	14	14	13	35	44	12	24
FBgn0016013	FBgn0016013	Faa	1	0	1	18	7	12	9	7	9	16	16	24	0	0	0	2	1	1	1	1	0	1	15	9	10	0	0	6	3
FBgn0016031	FBgn0016031	lama	7	11	5	22	20	27	21	36	22	23	31	28	55	31	15	34	34	26	15	58	12	34	33	40	34	48	36	6	17
FBgn0016032	FBgn0016032	lbm	1	3	1	3	3	3	2	3	2	3	3	5	0	1	4	2	1	2	3	3	1	11	4	4	3	0	0	0	0
FBgn0016036	FBgn0016036	mei-P22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1
FBgn0016038	FBgn0016038	mod(r)	52	25	26	15	19	20	14	16	17	20	23	28	8	16	24	16	13	12	9	17	42	21	11	9	13	49	36	198	34
FBgn0016041	FBgn0016041	Tom40	61	45	40	29	23	18	22	23	18	30	31	28	1	2	14	28	39	24	5	15	34	23	18	30	23	189	149	58	24
FBgn0016047	FBgn0016047	nompA	0	0	4	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1
FBgn0016054	FBgn0016054	phr6-4	3	2	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	1	2	0	1	1	13	11	5	1
FBgn0016059	FBgn0016059	Sema-1b	48	27	19	19	14	18	15	11	14	23	19	21	6	18	8	5	9	6	5	27	16	33	26	20	22	86	64	12	22
FBgn0016061	FBgn0016061	side	1	7	25	5	6	4	4	4	3	9	8	7	0	0	0	0	0	0	0	0	5	2	1	1	1	0	0	0	1
FBgn0016070	FBgn0016070	smg	24	20	16	12	20	12	18	11	11	17	17	17	1	4	8	10	27	16	3	8	8	10	23	44	29	777	729	19	7
FBgn0016075	FBgn0016075	vkg	7	8	29	70	30	21	58	37	22	64	45	29	1	2	1	15	7	4	83	15	35	13	83	52	35	14	12	3	4
FBgn0016076	FBgn0016076	vri	15	58	3	11	33	32	33	32	16	47	71	51	10	6	88	15	16	20	12	14	19	35	17	18	24	2	2	2	13
FBgn0016078	FBgn0016078	wun	10	9	10	20	13	9	17	12	8	23	19	21	10	24	101	20	24	21	1	11	5	20	9	10	8	19	20	5	20
FBgn0016081	FBgn0016081	fry	10	10	8	8	7	9	8	7	8	14	12	12	0	3	7	7	6	9	5	4	3	9	6	5	5	6	5	11	6
FBgn0016119	FBgn0016119	ATPsynCF6	157	85	108	231	134	120	167	112	111	260	171	220	43	52	81	217	149	138	34	45	145	85	603	262	182	159	109	154	127
FBgn0016120	FBgn0016120	ATPsynD	361	263	208	657	350	244	442	179	231	702	279	301	51	67	163	396	222	269	89	68	234	193	1244	509	405	243	215	222	191
FBgn0016122	FBgn0016122	Acer	17	4	10	34	35	89	19	39	48	17	37	59	1	4	2	5	4	5	11	31	31	6	17	22	33	19	19	79	15
FBgn0016123	FBgn0016123	Alp4	1	0	1	7	3	6	4	4	5	9	7	9	0	0	79	113	101	88	0	1	0	2	12	17	18	8	6	41	150
FBgn0016126	FBgn0016126	CaMKI	16	30	46	36	41	48	26	39	40	48	57	64	31	36	10	10	7	6	45	55	11	16	27	26	28	24	17	1	7
FBgn0016131	FBgn0016131	Cdk4	15	7	2	6	6	4	4	3	2	7	4	4	2	2	3	3	3	3	1	3	5	13	3	2	2	34	24	0	1
FBgn0016641	FBgn0016641	PTP-ER	11	17	15	9	12	13	11	10	11	16	17	17	0	5	4	2	4	4	3	6	3	10	8	9	9	36	27	4	6
FBgn0016650	FBgn0016650	Lgr1	5	0	1	8	7	10	6	5	8	11	12	16	6	15	13	6	8	8	0	0	1	4	2	2	3	0	0	3	3
FBgn0016660	FBgn0016660	H15	7	3	2	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	6	1	1	1	0	0	0	0
FBgn0016672	FBgn0016672	Ipp	7	11	14	48	45	35	37	43	25	58	66	66	1	1	6	7	5	7	0	2	9	8	4	5	4	18	19	9	4
FBgn0016675	FBgn0016675	Lectin-galC1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	2	0	0	0	34	16	10	9	0	0	0	1
FBgn0016684	FBgn0016684	NaPi-T	1	1	0	1	0	0	0	0	0	0	0	0	0	0	25	70	53	52	0	1	1	1	2	2	2	0	0	6	4
FBgn0016685	FBgn0016685	Nlp	572	888	210	86	83	53	65	123	56	46	113	95	51	60	190	103	230	112	63	117	297	440	84	184	96	801	885	157	189
FBgn0016687	FBgn0016687	Nurf-38	133	100	43	121	82	141	72	75	119	80	114	222	23	29	59	125	87	88	30	59	57	93	110	120	183	150	120	109	91
FBgn0016691	FBgn0016691	ATPsynO	256	182	184	516	266	265	452	204	218	581	297	345	69	125	165	466	273	245	79	61	214	150	1303	580	379	206	168	352	193
FBgn0016693	FBgn0016693	Past1	94	40	25	57	25	27	34	33	23	48	39	43	27	41	71	87	71	76	16	34	34	69	43	38	34	60	49	230	51
FBgn0016694	FBgn0016694	Pdp1	3	6	40	65	74	28	83	61	26	92	131	50	0	0	5	25	32	19	2	1	20	2	37	47	34	3	3	1	17
FBgn0016696	FBgn0016696	Pitslre	44	71	53	64	89	70	66	81	59	94	122	119	9	33	23	14	22	18	35	33	55	50	24	31	26	96	85	9	28
FBgn0016697	FBgn0016697	Prosalpha5	62	40	15	14	9	15	7	11	10	13	18	33	32	17	76	40	31	26	9	24	12	92	24	25	22	76	64	116	32
FBgn0016698	FBgn0016698	Ptpa	21	13	9	4	6	7	5	6	6	7	12	16	2	5	8	7	7	6	3	8	11	14	6	7	9	18	17	20	7
FBgn0016701	FBgn0016701	Rab4	36	45	42	43	44	47	30	40	39	48	63	80	34	81	64	42	34	34	17	29	55	40	24	28	31	69	43	19	47
FBgn0016715	FBgn0016715	Reg-2	4	2	1	24	17	26	16	10	23	25	19	27	12	37	28	28	18	21	331	359	41	12	24	13	22	1	1	12	22
